"City","Country","Population"
"Tonganoxie","United States",5267
"Kansas City","United States",151709
"Augusta","United States",9397
"Leawood","United States",34565
"Colby","United States",5494
"Atchison","United States",10819
"Haysville","United States",11245
"Salina","United States",47123
"Lawrence","United States",95800
"Merriam","United States",11245
"Olathe","United States",135473
"Manhattan","United States",57442
"Wichita","United States",482205
"Derby","United States",23633
"Mission","United States",9443
"Hamilton","United States",6646
"Butte","United States",30584
"Missoula","United States",89017
"Belgrade","United States",15411
"Kalispell","United States",36304
"Great Falls","United States",65960
"Billings","United States",121550
"Glendive","United States",7015
"Miles City","United States",9874
"Lewistown","United States",6058
"Havre","United States",10212
"Sidney","United States",6877
"Whitefish","United States",7214
"Bozeman","United States",52391
"Laurel","United States",8690
"Columbia Falls","United States",6739
"Helena","United States",49812
"Polson","United States",5070
"Livingston","United States",8586
"Columbia","United States",6807
"Batesville","United States",7237
"Flowood","United States",8859
"Crystal Springs","United States",5107
"Diamondhead","United States",7661
"Hattiesburg","United States",81995
"Clarksdale","United States",16109
"Ocean Springs","United States",17652
"Canton","United States",15847
"West Point","United States",8827
"Bay Saint Louis","United States",12667
"Booneville","United States",6051
"Oxford","United States",31728
"Brookhaven","United States",10504
"Yazoo City","United States",15241
"Petal","United States",10704
"Southaven","United States",53214
"Holly Springs","United States",6146
"Kosciusko","United States",6735
"Clinton","United States",25211
"Indianola","United States",9406
"Philadelphia","United States",7639
"Starkville","United States",32441
"Amory","United States",6343
"Natchez","United States",26977
"Pontotoc","United States",5221
"Biloxi","United States",45975
"Pascagoula","United States",49504
"New Albany","United States",7253
"Gulfport","United States",222131
"Jackson","United States",342607
"Pearl","United States",26485
"Vicksburg","United States",27887
"Senatobia","United States",6325
"Cleveland","United States",15424
"Laurel","United States",26433
"Waveland","United States",6428
"Richland","United States",7111
"Horn Lake","United States",27042
"Greenwood","United States",21218
"Ridgeland","United States",24483
"McComb","United States",16413
"Long Beach","United States",15677
"Brandon","United States",23826
"Meridian","United States",39478
"Columbus","United States",32386
"Madison","United States",26031
"Greenville","United States",32089
"Picayune","United States",16401
"D'Iberville","United States",11503
"Gautier","United States",18471
"Grenada","United States",10174
"Pass Christian","United States",5701
"Hernando","United States",15631
"Moss Point","United States",13570
"Byram","United States",11545
"Corinth","United States",12678
"Olive Branch","United States",36699
"Tupelo","United States",46095
"Clover","United States",7607
"Columbia","United States",571249
"Lake City","United States",8604
"Hardeeville","United States",5731
"Greer","United States",29000
"Dillon","United States",9511
"Mount Pleasant","United States",84170
"Kingstree","United States",5899
"Goose Creek","United States",42039
"Summerville","United States",49323
"Laurens","United States",10269
"Lexington","United States",20988
"Hartsville","United States",15133
"Bluffton","United States",18897
"Irmo","United States",12177
"Mullins","United States",5347
"Gaffney","United States",21692
"Fort Mill","United States",15029
"Hilton Head Island","United States",75328
"Camden","United States",14117
"Clinton","United States",11127
"Batesburg-Leesville","United States",5350
"Walterboro","United States",9316
"Hollywood","United States",5084
"Orangeburg","United States",31666
"Charleston","United States",613847
"Aiken","United States",30937
"Sumter","United States",73468
"Belton","United States",5774
"Newberry","United States",12156
"Myrtle Beach","United States",256079
"Union","United States",9562
"York","United States",8260
"North Myrtle Beach","United States",16032
"Cayce","United States",14233
"Clemson","United States",16058
"Moncks Corner","United States",10315
"Marion","United States",7218
"Darlington","United States",6117
"Anderson","United States",78138
"Central","United States",5229
"West Columbia","United States",16282
"Beaufort","United States",53086
"North Charleston","United States",109298
"Conway","United States",22761
"Bennettsville","United States",11839
"Simpsonville","United States",21314
"Georgetown","United States",12133
"Cheraw","United States",8061
"Bishopville","United States",5029
"Spartanburg","United States",185031
"Greenwood","United States",42279
"Ridgeland","United States",5438
"Hanahan","United States",23439
"Rock Hill","United States",115755
"Chester","United States",9129
"Seneca","United States",26857
"Port Royal","United States",12785
"Greenville","United States",462640
"Fountain Inn","United States",8513
"Forest Acres","United States",10542
"Abbeville","United States",5173
"North Augusta","United States",22932
"Tega Cay","United States",9946
"Florence","United States",92614
"Lancaster","United States",25691
"Mauldin","United States",132708
"Travelers Rest","United States",5053
"Easley","United States",20953
"Corbin","United States",7398
"Union","United States",5807
"Jeffersontown","United States",27352
"Taylor Mill","United States",6756
"Radcliff","United States",22490
"Winchester","United States",25961
"Bowling Green","United States",87976
"Somerset","United States",29799
"Columbia","United States",5023
"Beaver Dam","United States",6764
"Fort Thomas","United States",16445
"Grayson","United States",5479
"Richmond","United States",39267
"Louisville","United States",1003412
"Middletown","United States",7845
"Hopkinsville","United States",32733
"Wilmore","United States",9432
"Lebanon","United States",5746
"Glasgow","United States",14115
"Fort Mitchell","United States",8286
"Newport","United States",15241
"Manchester","United States",5162
"Barbourville","United States",6309
"Covington","United States",40797
"Monticello","United States",6606
"Carrollton","United States",5081
"Harrodsburg","United States",8797
"Shepherdsville","United States",12082
"Flatwoods","United States",7311
"Frankfort","United States",39034
"Owensboro","United States",73011
"Campbellsville","United States",14650
"Cold Spring","United States",6227
"Highland Heights","United States",7155
"Versailles","United States",17209
"Vine Grove","United States",5921
"Danville","United States",19567
"Edgewood","United States",8748
"Morehead","United States",8252
"Erlanger","United States",18813
"Paris","United States",12704
"Paintsville","United States",7323
"Henderson","United States",28841
"Lyndon","United States",11407
"Paducah","United States",49027
"Lexington","United States",312495
"Oak Grove","United States",7370
"Shelbyville","United States",22779
"Nicholasville","United States",30052
"La Grange","United States",8722
"Leitchfield","United States",6979
"Princeton","United States",5695
"Fort Wright","United States",5766
"Mayfield","United States",11328
"Elsmere","United States",8520
"Georgetown","United States",35353
"Ashland","United States",21038
"Hillview","United States",8851
"Madisonville","United States",24565
"Mount Sterling","United States",11380
"Williamsburg","United States",6046
"Bellevue","United States",5845
"Villa Hills","United States",7468
"Alexandria","United States",9340
"Lawrenceburg","United States",13262
"London","United States",38130
"Independence","United States",27024
"Bardstown","United States",21143
"Mount Washington","United States",14360
"Pikeville","United States",8169
"Elizabethtown","United States",77016
"Hazard","United States",8853
"Cynthiana","United States",6402
"Shively","United States",15751
"Dayton","United States",5413
"Russellville","United States",6754
"Harlan","United States",6502
"Franklin","United States",9908
"Murray","United States",20431
"Berea","United States",17412
"Florence","United States",32460
